Time,Open,High,Low,Close,Volume
20.07.2014 19:00:00.000,1.35231,1.35490,1.35130,1.35218,99429.3907
21.07.2014 19:00:00.000,1.35217,1.35296,1.34590,1.34662,130851.2594
22.07.2014 19:00:00.000,1.34663,1.34741,1.34550,1.34578,101638.7796
23.07.2014 19:00:00.000,1.34579,1.34849,1.34382,1.34632,116339.9799
24.07.2014 19:00:00.000,1.34633,1.34756,1.34214,1.34323,109212.3802
25.07.2014 19:00:00.000,1.34322,1.34336,1.34276,1.34285,5027.3400
26.07.2014 19:00:00.000,1.34285,1.34285,1.34285,1.34285,0.0000
27.07.2014 19:00:00.000,1.34285,1.34438,1.34269,1.34343,82448.7401
28.07.2014 19:00:00.000,1.34343,1.34445,1.34042,1.34091,112216.9800
29.07.2014 19:00:00.000,1.34089,1.34154,1.33669,1.33907,142711.8688
30.07.2014 19:00:00.000,1.33908,1.34006,1.33716,1.33885,132807.6898
31.07.2014 19:00:00.000,1.33887,1.34447,1.33785,1.34284,144314.6695
01.08.2014 19:00:00.000,1.34283,1.34318,1.34217,1.34262,5014.3699
02.08.2014 19:00:00.000,1.34262,1.34262,1.34262,1.34262,0.0000
03.08.2014 19:00:00.000,1.34262,1.34329,1.34094,1.34190,91676.4402
04.08.2014 19:00:00.000,1.34190,1.34248,1.33582,1.33717,118389.0812
05.08.2014 19:00:00.000,1.33717,1.33868,1.33330,1.33771,153635.3191
06.08.2014 19:00:00.000,1.33770,1.33936,1.33371,1.33586,144892.2391
07.08.2014 19:00:00.000,1.33586,1.34324,1.33435,1.34112,167229.4299
08.08.2014 19:00:00.000,1.34112,1.34171,1.34065,1.34085,6691.4299
09.08.2014 19:00:00.000,1.34085,1.34085,1.34085,1.34085,0.0000
10.08.2014 19:00:00.000,1.34085,1.34113,1.33803,1.33813,88175.6593
11.08.2014 19:00:00.000,1.33814,1.33861,1.33360,1.33676,115452.1587
12.08.2014 19:00:00.000,1.33680,1.34151,1.33423,1.33686,127945.2098
13.08.2014 19:00:00.000,1.33687,1.34077,1.33484,1.33661,135286.3594
14.08.2014 19:00:00.000,1.33662,1.34117,1.33587,1.33978,134929.0798
15.08.2014 19:00:00.000,1.33978,1.33999,1.33916,1.33976,7766.5698
16.08.2014 19:00:00.000,1.33976,1.33976,1.33976,1.33976,0.0000
17.08.2014 19:00:00.000,1.33976,1.33991,1.33529,1.33604,88409.2905
18.08.2014 19:00:00.000,1.33603,1.33649,1.33133,1.33185,128087.4704
19.08.2014 19:00:00.000,1.33185,1.33243,1.32560,1.32613,142154.8698
20.08.2014 19:00:00.000,1.32612,1.32884,1.32417,1.32805,128536.9398
21.08.2014 19:00:00.000,1.32808,1.32966,1.32206,1.32420,141791.6295
22.08.2014 19:00:00.000,1.32420,1.32490,1.32375,1.32392,7716.3100
23.08.2014 19:00:00.000,1.32392,1.32392,1.32392,1.32392,0.0000
24.08.2014 19:00:00.000,1.32392,1.32392,1.31837,1.31927,114950.2394
25.08.2014 19:00:00.000,1.31927,1.32147,1.31646,1.31723,141300.7713
26.08.2014 19:00:00.000,1.31723,1.32098,1.31526,1.31964,153592.8701
27.08.2014 19:00:00.000,1.31963,1.32208,1.31597,1.31847,142205.9404
28.08.2014 19:00:00.000,1.31847,1.31960,1.31337,1.31350,144917.8401
29.08.2014 19:00:00.000,1.31351,1.31432,1.31311,1.31311,7233.9900
