@RELATION 4_days_hlc

@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE uptrend {yes,no}
@DATA
1.0,0.0,1.0,0.8656654711425023,-0.7313518378385908,0.7462697705519075,0.6119352416943885,-0.1194046558278612,0.17909877477427283,0.3432781242957128,-0.7014950768583499,0.07462100689701595,0.6417934952141667,-1.0149268879506044,0.32836168412191225,yes
1.0,0.0,0.8571399660001668,0.34523764172551696,-0.45237641725513555,0.34523764172551696,0.23809053290223453,-1.0357129251765338,0.14285884352933156,0.035711734706032255,-0.5476152494511838,-0.30952471654896613,-0.17857295917636712,-1.0118987528630687,-0.3928576530587834,no
1.0,0.0,0.6666662698393812,1.2857227891561271,0.2857132653012587,1.1428613945780635,0.6309541950199705,-0.1666674603212207,0.6309541950199705,0.5238060657431741,-0.7500095238548599,0.42857346939748264,0.32142534012066937,-0.26190719955808456,-0.023814399116186043,yes
1.0,0.0,0.7473697285359839,0.39999810525717927,-0.4842110027716007,0.1052613850359525,0.6526367978004135,-0.23158073130758458,0.5263174515287964,0.07368444321402431,-0.6315798891996492,0.07368444321402431,-0.021056908600764226,-1.1473762548723963,-0.1052624376708529,no
1.0,0.0,0.7894684210526396,0.7192912280701779,-0.9473701754385658,0.29824210526316586,-0.2807087719297972,-1.754385964912258,-0.771935087719271,0.14035438596492353,-1.333336842105246,-0.07017719298243684,-0.8245631578947197,-1.99999999999995,-0.8245631578947197,no
1.0,0.0,0.32638913001509634,1.1180546971462575,0.722221913580672,1.034719396223066,1.006940962581999,0.3472217399698074,0.8402759162834513,0.6111081790164232,0.02777843364105725,0.41666469907680853,0.7777787808628062,0.19444347993960487,0.6944434799396147,no
1.0,0.0,0.9562007938674617,0.8175185145715115,-0.2335763013484603,0.10948962118303712,0.941605194736945,0.5255474079599859,0.8540118919534476,0.8248141243589451,0.13138666950851668,0.6496333581994795,0.40875633758199625,-0.20437853375396808,0.2043778038280282,no
1.0,0.0,0.6312038831095516,1.4893617323071369,0.5177318645904505,1.446805115446483,1.3120572707595102,0.29078215380949307,0.6241152507368749,1.4326235953940532,1.028369423065459,1.347515326197656,1.3191459031321868,0.6453910769047465,1.1489350384821577,no
1.0,0.0,0.0,1.1791665173612382,0.5916653402788857,0.962498364584699,1.4666671111107403,0.8958334201388166,1.4416650486124636,1.362500531249557,0.7625001979165047,0.9583337847218474,1.433333388888844,1.1958335868053427,1.3833321805565189,no
1.0,0.0,0.034629467211659694,1.9740268173392388,0.935064013042435,0.935064013042435,2.160174164652963,1.5497822941838089,1.9350640130424412,2.4588765877719414,1.8658016154126567,2.432900374805528,2.3506513858453597,1.7272733569466345,1.9307371694694149,no
1.0,0.0,0.28236033218862006,2.5764771487966436,-0.1411707543185385,-0.04706005536477558,5.22353908651658,2.4000040000047025,2.4000040000047025,5.729422034614176,4.070591847755126,5.117651903119901,6.541190048458892,4.929421093436587,6.470595847759845,no
1.0,0.0,0.25316156063785483,0.6582261336270111,0.12025038053918573,0.2721533928904871,1.5063326149766332,0.0443039376706936,0.09493321181396583,2.930387754391634,1.4113943398555087,1.4113943398555087,3.2025405143687276,2.310130095348412,2.8734230171614574,no
1.0,0.0,0.8618431267286163,1.3618385214775706,0.3223708621819393,0.5855241170417993,1.0065756405904218,0.4473672437704156,0.6052655124591781,1.8881548995923674,0.3684233725700747,0.42105086565561867,3.3684141620679924,1.7894696329746476,1.7894696329746476,no
1.0,0.0,0.3270116933593857,0.9478668493522054,0.22748614811083054,0.8483413041036504,1.20852833719036,0.4597158958692426,0.6492864221391388,0.9526038139318448,0.5497608768905836,0.6635077424133935,1.587676498731518,0.4928912355965733,0.5308030659701131,no
1.0,0.0,0.0717944694273906,1.1333345641044579,0.051281104535032394,0.4051252386542118,1.0769237080877578,0.2974332781024793,0.9692317475360254,1.3589733727795466,0.5487182800794042,0.7538437238621419,1.0820493569990144,0.6461517633104095,0.769231952664544,no
1.0,0.0,0.601560314937994,1.0078148559607105,-0.5156226806604302,-0.40624829101294446,1.2109417358464594,-0.4374991210923692,0.10156031493799396,1.125003320317688,-0.06250166015883842,0.9609413452208555,1.5546883667005653,0.32031534424272634,0.6328111450174188,yes
1.0,0.0,0.8450695000978893,0.4718302420144226,-0.42957806982827923,0.11267339813154195,0.4788746181332605,-0.8943646399502061,-0.7957736560192401,0.6619748760209487,-0.8239434140048175,-0.33803075778980896,0.5845092739567221,-0.485917585799424,0.43662244594710714,no
1.0,0.0,0.40277804783876464,1.0555554012350057,-0.9166585648373173,0.7499993055574962,0.013891628078811103,-1.7638784336710411,-0.694442515437463,0.027784645042649575,-2.6805369985083587,-2.4860944830708953,0.38889753084019224,-2.5416512731909284,-1.5833275463123893,no
1.0,0.0,0.014562635497706193,1.4805820199825452,1.1310661466661651,1.2718434678091977,1.4999995145626401,0.8106794278441107,1.393202808934772,1.1359214911859172,0.5145626354977028,0.8883474644150166,1.1407773211430325,0.1941759166756482,0.2621366622686068,no
1.0,0.0,0.9090947199361623,1.8737416003575724,0.8333359427675329,0.8484869911287679,2.373741852883462,2.010103560867577,2.1565690822451575,2.393943924100817,1.676771405988402,2.2828320273536047,2.0151550887754754,1.3686898199237842,1.7575776706506825,yes
1.0,0.0,0.07936386998668159,0.9682530234270929,-0.6031790627574388,0.8254015495311873,2.3412786092632043,0.7063517762782988,0.7301606198124772,3.1269950491827556,2.555562169343653,2.7857227891561305,3.158741232101092,2.031753325809486,2.9841364323957005,yes
1.0,0.0,0.4909121322277191,0.3272729366388668,-0.4363588650195588,-0.37575408999504406,0.30302993572128994,-0.8969655794356624,0.19394400734059794,1.3515159375564352,0.10303381450446769,0.12121500458787586,1.9515139981648462,1.5151496786064496,1.6909076473846714,yes
1.0,0.0,0.6311445646356076,1.4262266998141848,0.07376715264987452,0.7377059527000415,0.5163905603356103,-0.5163905603356103,-0.43442505374996027,0.4836028822927203,-1.1393425087356546,0.33606857699297127,1.9016377855427988,0.21311621875719844,0.2377055428643129,yes
1.0,0.0,0.909575387620296,0.5851062528291255,-0.0638314848374741,0.3457420410777281,0.8617008431396435,-0.015961195682757806,0.4148937471708744,0.2712738371391046,-0.3989368068140528,-0.3457462964036643,0.24999667552661073,-0.8031938348837778,0.15425609721717815,yes
1.0,0.0,0.9275321466226618,1.2753591472494692,-0.08695258350513456,1.1521726370556604,0.7101445284618523,-0.17391096409071014,0.3840558548700945,1.0869525835051346,-0.10869670762062526,0.4782620352824824,0.28260694707628153,-0.6304288752577019,-0.5579668189608047,yes
1.0,0.0,0.8840562171876163,-0.15941463980203174,-1.1594146398020317,-0.23188249317936993,0.11594450744743755,-1.2463672233071663,-0.007242002746371263,-0.4492701113401794,-1.333325603892742,-0.7753587849319372,-0.07246205629689717,-1.268111347422657,-0.6811526045195493,yes
1.0,0.0,0.8775420658972816,0.04082407322374199,-2.7754839236333657,-0.28570932949663785,-3.2244446485239227,-6.04075264538103,-3.4285364435055885,-2.4489484801174886,-6.285637901653926,-2.795879633881232,-4.040766930949596,-6.530539484290826,-4.959133070070591,yes
1.0,0.0,0.8859604262810786,0.24561249615131717,-0.1842168282603791,0.19297648506709367,-0.16666944444688447,-1.3772012080712326,-0.3070230763360377,-1.5701776931383262,-2.7807094567626747,-1.6579023314932662,-1.2368466989883298,-2.8859683210248384,-1.3859678824279698,yes
1.0,0.0,0.5876282601770465,0.9072207142054497,-0.26803477522188845,0.7731950791803337,0.020622659151897996,-0.4845366138797922,-0.04123810181639388,-0.4639139547278942,-1.8865980550535664,-0.6288653310666854,-2.113394728459061,-3.536078828784733,-2.216493591243732,no
1.0,0.0,0.19402595231627814,1.0149284027713514,-0.43283860548835457,0.4179102027170243,0.8806056137481031,-0.8208905101209109,0.6865677210976836,-0.4029817999456516,-1.1343347293573898,-0.4925417687813843,-1.1044779238146867,-3.1641930274418364,-1.3432890844450194,no
1.0,0.0,0.12413887752870562,1.1655162045162857,0.7034476623055027,0.7931009512433442,1.1724141498223795,0.5034465588549506,0.8965508204499709,1.1103478145127204,0.32413998097926755,1.0206890083220888,0.5172424494671382,0.17930726753227075,0.475859605226768,no
