@RELATION 4_days_hlc

@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE uptrend {yes,no}
@DATA
1.0,0.0,0.13999899999998888,0.3599999999999852,-0.16999800000002097,0.27000400000000013,0.3899989999999889,-0.11999500000001717,-0.08000200000000746,0.27000400000000013,-0.27999900000000366,0.02999900000000366,-0.15000900000001138,-1.1000060000000076,-0.18000800000001504,no
1.0,0.0,0.18583455237174692,1.6548789412994098,0.7699145743896616,0.8938087007926496,1.0885017464771578,0.6194724019437197,1.0088584933127613,1.1150497925200866,0.6637232751823111,0.6991156551081413,1.0088584933127613,0.5221254366192958,0.7964626204325903,no
1.0,0.0,0.45689955413332456,2.0517358800263676,1.0775973544553923,1.258625951302948,2.689678686331256,1.8276008027669424,1.9482908443880531,2.1379488408500826,1.6810492867167581,2.0603652796408416,2.1638103152791315,1.7241557671286278,1.7586328479260238,no
1.0,0.0,0.5502910647443021,1.0591662021701684,0.37278358250462756,0.6863914953946765,1.7810594306989098,1.1124276776003763,1.2366825601389786,2.218932285287246,1.627217009210647,1.7100565561460883,1.840234508598214,1.526626595708165,1.7869825006124331,yes
1.0,0.0,0.12499943182074974,1.7159115185840312,-0.20453657028831582,0.8522688533234082,1.829537138467566,0.511374948295683,1.113642665260623,3.215895609565476,1.93182303716803,2.1704480888723467,4.056807696328725,2.9204492252308474,3.0795382748260667,yes
1.0,0.0,0.9809626395730143,-0.22857975519722687,-1.0666883812005699,-0.9619252791460827,0.3714318639832022,-1.2381122450923463,-0.3523945035562436,0.4666624761425698,-0.6381006259119444,-0.1333348571602883,1.6285814695025342,0.5523891701619327,0.7523828843758145,no
1.0,0.0,0.2857037414463661,0.16664841261145577,-2.3333349206425202,0.1190553288348427,-2.9047804989548616,-5.000038095419609,-4.7381320863434055,-1.404761451245057,-5.428594898071048,-3.214315306263438,-1.1666865080310647,-3.9285758503613115,-2.666669841285041,no
1.0,0.0,0.14545738841425757,1.618172991783697,0.8545444297576904,1.0727159670038289,0.981801917444093,-0.9272567604176234,0.9454584793173747,-1.3636289256603962,-2.963627471122838,-2.7636285620260064,-0.21817153724613852,-3.2908856860780196,-1.5999985454624417,no
1.0,0.0,0.04790544659335389,1.173657693003226,0.8443141848074042,0.892219631400758,1.3772489547891757,1.1257528452130001,1.1976062246781187,1.1676642726518265,0.5389281903331713,1.1556947972392753,0.39521185055310964,-0.1317372835177032,-0.06586894116041553,no
1.0,0.0,0.2941162629615266,2.0808942150875116,0.8529418685192367,0.9117674740769468,2.2941375867104563,1.8897194529943688,1.948545058552079,2.544137954361309,2.235312716454452,2.3235452423775054,2.286777952125985,1.5147200044706484,2.2720800067059517,yes
