@RELATION 3_days_c

@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE uptrend {yes,no}
@DATA
0.8782610812850864,0.46086789414278906,0.39130105860685593,0.13043629489338993,yes
0.9479134874098786,0.5520818250852431,0.052078179248098974,-0.0312573242263771,no
0.5505680343461001,0.37078918066199185,-0.05617534401723246,-0.5955051634889498,no
0.4444483726229794,1.5252576267830846,1.3636381083598117,0.9798009692948982,no
0.7961788510693268,0.18471413039116708,0.8662425899634273,0.7643297861973088,no
0.7083351273123268,0.2777843364106317,-1.0555457561864636,0.4305619019973462,no
0.2682940660329708,1.054880521268615,0.8658578450352702,0.2804922442025901,no
0.9545461334115953,0.03246945943541834,0.8701319025117544,0.6688352799770878,no
0.6190474246833707,1.4149683604150745,0.4489787033144399,1.3265339858530107,no
0.051660166664269085,0.8597792840513967,1.2915133917023536,0.7675283275012286,no
0.04528411676670317,0.9849052944110972,1.8113205197580993,2.252829243147738,no
0.3599930000000029,-0.20000500000000443,2.2899929999999955,4.479995000000002,no
0.18880909090908446,0.5104867132867158,0.11887972027971568,1.8601370629370673,no
0.8571428571428571,0.5599977142857142,0.8228542857142916,0.5028554285714303,no
0.2820500547864153,0.8205133683989174,0.5982890569043677,0.7948701621712189,no
0.06589064659640041,0.5232550207325394,1.0116275103662669,0.8100757286234626,no
0.9936292993630572,-0.07006433121018942,0.6815286624203808,1.4840777070063715,no
0.8771934954347945,0.10526380424783317,-0.8713443692072353,-0.18128490133620576,no
0.3298965671169353,0.8969011372153289,-0.4639211712152963,-2.185567849930057,no
0.007664364879553746,1.306514441948486,1.5172404148504162,1.011493865328017,no
0.9043506616318725,0.8086974102117638,2.282613657855768,2.521742438570512,yes
0.05263209833658988,0.5592130020710522,0.41447522506520623,2.6447325138618054,yes
0.5053199326597505,-0.20212605817537777,0.20744998018622168,0.09042795098949394,yes
0.6040287329437587,0.744967942888474,-0.14765264628049146,0.3691302734166598,yes
0.9399985000000015,0.38000100000000003,0.48500049999999817,-0.18000049999999845,yes
0.9622659428074061,1.0188673430625006,0.3144661999149685,0.4465413749468531,yes
0.9458127544953251,0.10837498362067838,0.15270803222466667,-0.39901418622086854,yes
0.7761184228200935,0.0,-2.537286233257604,-2.402965048074189,yes
0.7909132562059181,0.20000127272958357,-0.27273049587363246,-1.8181851239729536,yes
0.6446269790305683,0.454548309544062,-0.08264386995360917,-0.5123995970244595,no
0.4400026666666766,0.4133293333333465,0.10666933333334327,-0.7599999999999909,no
0.17261964285713738,0.9761946428571454,0.9642869047619087,0.8273851190476209,no
0.8421051246536125,-0.04386231917747617,1.140354509082903,1.1228062480756587,yes
0.9557999511601706,1.0386740758829531,0.48066130459812084,1.2265217972616558,yes
0.6237581707759025,0.5544513773240151,0.7029679149150162,-0.29703208508498374,yes
0.8674689940506194,-0.5180710407926852,-0.6024081869682291,-0.42168332124502883,yes
0.2702669466674183,-0.14865040175783842,-1.7027100073243444,-1.7973048575806871,yes
0.29474191687614193,0.18947288642994553,-0.1368394238340065,-1.3473616953191918,yes
0.7922036768640154,0.35065272388195395,0.2207754764910215,-0.18181723731305363,yes
0.9274224635846192,-0.3709675338185999,-0.6451582986424136,-0.7258084287232747,yes
0.4444407407160621,0.40000266668445045,-3.17780118534114,-3.9333528890191456,yes
0.5267844945736345,0.357139094370962,0.33928455037745886,-1.098222759923027,yes
0.6436784119448891,0.05746584750486543,-0.16092851108339315,-0.18391370065345222,yes
0.9734461351940918,0.5486727934832134,0.09734558696642687,-0.07079703187153684,yes
0.38554123965965836,0.37349066628754585,-0.20481637393645816,-0.8192751342767998,no
0.9175238813940654,0.8865971410368251,0.8762858220910908,0.38144560526679255,yes
0.8932105759325956,0.0,-0.029125270995412185,-0.038835960034916135,yes
0.6415064079886409,-0.009428257413885926,-0.8773543521021278,-0.9056551620039716,yes
0.6714328775694803,0.7571432448996186,-0.22856669385724523,-1.5428666122854486,no
0.25423897347124225,0.8587573813392512,0.8926539149064046,0.5028276772255865,no
0.8653805596776908,0.46794914118864656,1.153844378703914,1.1923038708209235,yes
0.9115065862540435,0.1858390007123834,-0.36282671315614334,0.5840717518949052,yes
0.6810785741389973,0.9891913396663099,0.5459432929116673,0.21081049817351166,no
0.08433755262060873,0.19879204528203556,0.5421711859546632,0.04818927274523487,no
0.3538467455644005,0.40769310651194784,0.5538428993957645,0.992312278124142,yes
0.7500002976200971,-0.13095284864114284,-0.04761921768768985,0.17856492344614683,yes
0.5326076795819163,0.44564879488868,-0.3586986058665455,-0.28261148393801094,yes
0.4285722135042354,0.8681367830188241,0.7802221108664116,-0.03296607897177948,yes
0.608698941393149,-0.08695463138324917,0.26087258978680133,0.1913057542508567,yes
0.9130498109778501,-0.13042963136876812,-1.0000000000000155,-0.5652142722049508,yes
0.781250813802934,0.4895848849842533,-0.5104151150157468,-1.3437524414088022,yes
0.3548399583742757,0.7935487866797726,0.6129046201846091,-0.006448374616042223,yes
0.8540119985138769,0.5547455005572974,1.051094778624578,0.8467163940516942,yes
0.9375058594116266,-0.0375077344233406,-0.5500059375371212,0.2999993749960953,yes
0.3673431903756143,-0.020397751043334456,-1.612230487443949,-2.4489484801174886,yes
0.7980780787710687,0.7115358542924451,0.5288485299533383,-0.22115651811872833,no
1.0,-0.22522522522522245,-0.30630990990990015,-0.47747657657656123,no
0.5483908948827815,0.3871029656308306,-1.8064348075735253,-1.9516018470878402,no
0.2401577794654396,1.0,0.9606303304605012,0.4251974703946934,no
0.9178067930183426,0.6095894586229129,1.9315081722658627,1.8630156595997607,yes
0.9099045045045104,-0.054058558558562064,-0.4594612612612616,1.2792774774774842,no
0.5403252406240319,0.7177382349264766,-0.1451607049971632,-0.5080600481449711,no
0.9268286020209794,0.7512218322483696,0.8585357525262245,0.336583747765235,yes
0.9593472866754872,0.31707213960280006,0.024395855623231977,0.20325137154025616,no
0.13482584269663245,0.6516797752808947,-0.23596179775280077,-0.6404483146067363,no
0.07443472418734408,1.003236897394042,1.1521044040186441,0.8964403190165956,no
0.787232367590705,0.14894010863806129,2.1843932246952584,2.5106336653184296,no
0.7596156157542164,-0.6634637851309639,-1.5288417991905692,1.2307661242633436,no
0.013452448270244255,0.9327350680694136,0.2690570371429995,-0.13452717328183314,no
0.7770261276497378,-0.2635123036912765,1.1216220507661057,0.12162137509181098,no
0.28435958087223545,1.625591646639029,0.8957341726378277,1.8672991150241143,no
0.46447982024063,0.846991424053089,2.393438367826912,1.5519092328860762,no
0.6616668333333339,0.9849999999999994,1.0433330833333336,1.2791664999999999,no
0.42431214912500964,0.8096338686782304,1.6995430955967104,1.8600931240027214,no
0.7183916303352073,-2.0977047100054143,-1.1321863588348917,1.0977001122989754,no
0.3755098475630762,0.5102047063731107,-1.4897985589370135,-0.80408343357155,yes
0.8888854756873654,-0.1699299414970039,0.04575665340093314,-3.156844380450551,no
0.055865331918807104,0.871506775694533,-0.033517858369916956,0.15084069785435708,no
0.41463268887507987,1.2682911659720217,1.8617869356857488,1.2032521151431366,no
0.7927272727272701,0.770909818181818,1.5345458181818168,2.0654545454545428,no
0.11598832853396263,0.6018798734295455,0.5830717347512646,1.2413782185716515,no
0.5809142421813145,0.8464748489209103,1.489627368676126,1.464731891671188,no
0.028925643740204413,1.7727291510158238,2.0371921794976653,2.677686510484712,no
0.9328367490912912,0.5422890968050723,1.592041633872271,1.7512457723838515,no
0.056178714807544175,0.8426975760646893,-0.039325886883015,2.3314638555773595,no
0.9856725174684502,0.9541536604808126,1.355299675702564,0.9054437155695452,no
0.1221372647283258,0.3702293470656312,0.3282442806363191,0.8625955771806368,no
0.9801975639652181,-0.7970286197453058,-0.47524608862161183,-0.5297019213823375,no
0.278077093993966,1.0213908747739997,-0.8983942806508841,-0.5508001858820589,no
0.06201409770720658,0.7751956012300806,1.313956156487187,-0.07752149811200734,no
0.9964685437495606,0.00706609271963248,0.6572455630647971,1.14841232878939,no
0.7635135500366238,0.5067581263733145,-1.385140905786225,-0.14189159970702372,no
0.12543575738422477,1.4808346890229747,1.3484316915348176,0.3728219099422574,no
0.03636095867403427,0.640908146692925,2.409091921488986,2.2363657768624234,yes
0.90367018348624,0.38531926605504685,0.9954119266055046,2.7798151376146865,yes
0.16791225077901228,0.3805987385825587,-0.041044760804193454,0.4552244570057966,yes
0.9598774443687919,0.0030870389426166517,0.1790130734648581,-0.16975411713217226,yes
0.9570551356843031,0.6319023900043998,-1.2699409876214431,-0.9202470924793096,yes
0.06395345118985377,0.16278944023870148,-0.14534875270421385,-1.947672704841453,no
0.9502498007464673,-0.28855394173737103,-0.20397790648964154,-0.4676582411360778,yes
0.622951948400037,0.6557396264429266,-1.385240667835503,-1.2458981590998501,no
0.851560040281288,0.7109349304179143,0.7421857360826095,-1.2031267211927639,no
0.4736879501680231,1.0131606302155016,0.7763166551314807,0.828949965394461,no
0.2572630825943275,0.39004297102567625,0.5601660749644413,0.48547715431892674,no
0.0642554732975659,0.8032134965570253,0.9317272543993994,1.096384414766599,no
0.4838722164444273,0.7032256857436998,1.8903281040725206,2.096779604592518,no
0.16567958755103115,1.2366865620948635,1.437867861773029,2.526625692380441,no
0.6666698989879347,0.3939397612486307,1.4909118236897967,1.6969704866845439,no
0.3305081944845842,0.6186469333500565,0.23728708704484658,1.7711883295014248,no
0.16666569865295247,1.0050497487499375,1.0909093663912535,0.977271711432252,no
0.17000199999999666,0.6650009999999966,2.3250010000000003,2.495002999999997,yes
0.6906797920848335,0.8855945400023119,1.3050850402182022,2.711864105142332,yes
0.3222197839438421,0.6333345370403789,0.8888902469173474,1.4388906635851684,yes
0.3975918130317744,0.12851374655321873,0.35341481104864775,0.5381529201134442,yes
0.9596282734073676,-0.04658197311119058,-0.25465830600673983,-0.08074376374417394,yes
0.9124120890952137,0.1459837444662176,-2.218986930609234,-2.7080441899422967,yes
0.9903827015550944,0.2211574796562659,-0.7884598187886532,-3.903839515538976,yes
0.8073396599620583,0.7431192408045499,0.009176180463047637,-0.954132859203157,yes
0.6293159631584925,-0.7758656064331334,-0.836210642105677,-1.5258638822892645,no
0.6475412725071586,0.6557396264429343,-0.6803289505500371,-0.7377059527000415,no
0.798942857142863,0.7830708994709019,0.7883629629629655,-0.07407354497354715,no
0.07608943761635117,1.1702900939926892,1.1594212612889427,1.163045171706399,no
0.7588674010422741,0.31205975052411655,2.453906961438184,2.432631723777931,yes
0.9708047232151277,0.5364971069321987,0.30657102669418285,1.4087601523796782,yes
0.1803288766448205,0.7581982481169084,0.27049311004945625,0.012297935699258482,yes
0.7018614906832258,-0.7826099378881922,0.09316832298136764,-0.6459633540372551,yes
0.9024414634146379,0.32317012195121575,-1.1341463414634323,-0.274388414634155,yes
0.9202896817891536,0.08695888469322521,-0.601452032142103,-2.3333391304473876,yes
0.3728830508474613,0.38135338983050304,-0.5932177966101628,-1.3983067796610094,no
0.3083345486060438,0.9083328819463281,0.9166620139082694,-0.04166232640696946,no
0.36514458945160316,0.5892117663265819,0.8879678638470809,0.8921151736351426,no
0.6861677512422922,0.6968081880938208,0.9840430681309216,1.3670227308752492,yes
0.8714286632652359,-0.9071450663249506,-0.8928565051024944,-0.5071417806130202,no
0.40217761106261557,0.9891358577563634,-1.7173942580372246,-1.6956507561421137,no
0.8526311135719364,0.0631549362787418,0.6315788365647489,-1.9894873352231688,no
0.9277037886655686,1.0722853679870592,0.16867308753473104,0.8192751342767858,no
0.8909086170804692,1.1696955518841847,1.2424245546369075,0.7878796510549686,no
0.7790674418604606,0.08139418604652186,0.616276744186044,0.7558151162790615,no
0.6273254658385133,1.0062080745341637,0.6335378881987618,0.9192515527950329,no
0.11464975455398742,2.076430621930323,2.4649665381952337,2.0828013266250394,no
