Getting Data...
netR,daysToBreakout,exitParam
-0.7763432620692313,25,21
-2.224628304790684,25,22
-2.2123529939946986,25,23
-3.6478510891483973,25,24
-4.5098892653030465,25,25
-1.432971041699797,25,26
-0.41866081060859817,25,27
-0.9011321249508304,25,28
-1.8254870177804057,25,29
-2.5469662976205183,25,30
-7.341743099084457,25,31
-13.139389011495023,25,32
5.283328523923637,26,3
1.0671051405252272,26,4
5.19398552408083,26,5
4.569915878303985,26,6
4.27152042207436,26,7
4.4115474172834075,26,8
5.065647782612475,26,9
4.131650824443759,26,10
14.417011578749683,26,11
12.511709832430032,26,12
19.602851926204185,26,13
18.33921397944384,26,14
19.53712518806501,26,15
21.625450411734832,26,16
20.203250976256136,26,17
19.31212662847721,26,18
17.532789746888504,26,19
17.5995331158366,26,20
3.7761074362723424,26,21
2.2848084539023596,26,22
2.3026567985104003,26,23
0.8849505899040833,26,24
0.005347777933717657,26,25
-1.432971041699797,26,26
-0.41866081060859817,26,27
-0.9011321249508304,26,28
-1.8254870177804057,26,29
-2.5469662976205183,26,30
-7.341743099084457,26,31
-13.139389011495023,26,32
4.597411790569001,27,3
1.5002593987486323,27,4
4.967592644553639,27,5
3.1278704095658165,27,6
3.297644819789124,27,7
4.408729314511703,27,8
5.882041033379019,27,9
4.823434161854844,27,10
14.154155395349022,27,11
13.130424353091982,27,12
19.87521690009764,27,13
18.509641690654576,27,14
20.038425909767003,27,15
21.84522881388641,27,16
20.46818441848406,27,17
19.294359678257926,27,18
17.7041389669555,27,19
17.829687889024004,27,20
4.058547637235701,27,21
2.671352237817818,27,22
2.6943022405922106,27,23
1.4887999276393238,27,24
0.6893988512223705,27,25
-0.47712506184245923,27,26
-0.41866081060859817,27,27
-0.9011321249508304,27,28
-1.8254870177804057,27,29
-2.5469662976205183,27,30
-6.341743099084457,27,31
-12.139389011495023,27,32
6.94619212755818,28,3
2.0075689424532754,28,4
5.6527117667952105,28,5
4.008980589195432,28,6
4.194653590227541,28,7
5.390211856219326,28,8
5.547056538190912,28,9
3.647743260592809,28,10
13.388513574155002,28,11
12.578752626102599,28,12
20.01980177119975,28,13
18.73160937722267,28,14
20.34872512958651,28,15
22.52596008977803,28,16
21.383852712360806,28,17
20.30295680827521,28,18
18.357155449892478,28,19
18.186515450568862,28,20
4.329195076274813,28,21
2.838874782712901,28,22
2.871610635505514,28,23
1.6437360335606463,28,24
0.8394314244465773,28,25
-0.3128374117870179,28,26
-0.25197926821361183,28,27
-0.9011321249508304,28,28
-1.8254870177804057,28,29
-2.5469662976205183,28,30
-6.341743099084457,28,31
-12.139389011495023,28,32
6.529581010670148,29,3
1.9115675605249167,29,4
8.568485705523592,29,5
7.314926160442276,29,6
6.254553213587477,29,7
