@RELATION 5_days_hlc

@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE uptrend {yes,no}
@DATA
1.0,0.0,0.8537746551289116,0.35377441927929265,-0.07075205366050072,0.33490975214563906,0.7075488385585853,0.10848893511541352,0.4056618058061532,0.5660376557491893,0.08018792497151807,0.5660376557491893,0.3867966669732751,0.023586376382965082,0.33490975214563906,0.042451043516618665,-0.7877367635301034,0.009435871311017356,yes
1.0,0.0,0.2549047962419503,0.7401956771420253,-0.2990211240921007,0.5882358419857359,0.0686271962697863,-0.37254784697791143,0.04902271723480428,0.43627551663167324,-0.186277599972164,0.12254944012062899,0.2892147178936352,-0.21568848520559758,0.2892147178936352,0.10294447088788772,-0.2745097654746916,0.04902271723480428,no
1.0,0.0,0.7444514443744485,2.499975000249966,0.2333387777233517,0.8111152221811222,1.9110931112910812,-0.44443333344442926,1.5666554445566623,0.3888916666388927,-0.6110916668610846,0.3444554443344388,1.2222166667222147,-0.1888847778188778,0.5111137777511257,0.8888833333888813,-0.25554855562555145,0.8888833333888813,yes
1.0,0.0,0.949270436897281,1.4420284289031173,0.789849884493086,1.2753651438691593,2.4202799412175766,0.9420284289031173,1.3188418294439894,2.0362238080469415,0.5,1.8115889519161006,1.04347668557483,0.3913090106985241,1.014496334793231,1.5869533711496604,0.6666632850339581,1.1231873240947274,no
1.0,0.0,0.4266760000000052,0.5066726666666644,-0.4133299999999925,0.46000133333332843,0.9133400000000051,0.31333399999999756,0.7600093333333385,1.8133339999999976,0.4533386666666767,0.8000080000000102,1.4600013333333284,0.04667133333333595,1.253336666666674,0.546671333333336,-0.05332466666665899,0.5200093333333294,no
1.0,0.0,0.33663170276258336,0.049493363326896925,-1.435663974241478,-0.8019829820771462,-0.683175345596146,-2.049524056578603,-0.7524896187502493,-0.0792103715467708,-0.9703136850318325,-0.3069305362210213,1.2574223213207298,-0.7623847270379994,-0.24752622292806248,0.7326677188181255,-1.3663497010873746,0.4257381727020216,no
1.0,0.0,0.5802317786362172,1.148142523984641,-0.09876826704293727,0.3209814357337162,-0.0370544582263809,-1.8889131688141754,-1.098769501615408,-0.9506269776307669,-2.6543419296614146,-1.0370556927988515,-0.19753653408590963,-1.308662871590864,-0.4814832647528097,1.4691251942908279,-1.0493940101012336,-0.40741138547423633,no
1.0,0.0,0.9058790034247656,-0.8823622838359583,-1.8353100209296695,-1.282379460488427,-0.7411902008374438,-1.929431017504904,-1.5294314880981341,-1.8706209830457328,-3.6353455507176493,-2.8823799310816574,-2.741207848083143,-4.364759156273469,-2.823569896622486,-2.0235520140801717,-3.0823973430307414,-2.294138408524352,yes
1.0,0.0,0.9117667387752408,1.1617663711243877,-0.08823326122475918,1.0441151600090095,-1.1911857916184607,-2.3823701126335513,-1.6912071153673907,-1.0147207397723543,-2.5000213237489297,-2.000022059050636,-2.426508802296525,-4.632413863083928,-3.6912071153673907,-3.5147420635212843,-5.544180601859169,-3.617694593914986,no
1.0,0.0,0.8333259662102757,0.6304295998927595,0.1376828344824961,0.5869529458226606,0.7101394560164578,0.0942061804123972,0.652167202292755,-0.4492701113401645,-1.0362223325277713,-0.6956540012536078,-0.3623175278350411,-1.094194586251474,-0.8478215658638795,-1.0579715290886489,-2.144924112593772,-1.6811475320741345,no
1.0,0.0,0.9670341746126068,0.7802238014599967,-0.7362602101312046,0.527465294070468,0.2197761985400033,-0.5274663929679415,0.15384454776521678,0.34065492091782684,-0.593398043742728,0.2527409250299232,-1.417571150864363,-2.3076748098633106,-1.7912083806317463,-1.2857089482122945,-2.3955888057512142,-2.0219680594459946,no
1.0,0.0,0.7767034499096105,0.6407808558851426,-0.24271891790081,0.6116555566127134,0.44660863419151303,-0.8932046469993271,0.2232965500903895,-0.048546696207180495,-0.7087353567676786,-0.1067972947520388,0.05824962766916156,-0.766985955312537,-0.019422367810420494,-1.495142709014967,-2.2815490903865863,-1.8252511169924601,no
1.0,0.0,0.8253982111253272,2.77775573209744,1.142851247212345,2.412687200895293,2.1904667423274744,0.7460289997698536,2.142849659923359,1.8730137062404564,-0.31745303608706293,1.5079197784144922,1.0634820358568715,-0.015863366163770647,0.9682478710486414,1.2380838247315442,-0.11109753097200067,1.1110975309720006,yes
1.0,0.0,0.7948676857278173,-0.34615941815309875,-1.1538591716142954,-0.48718523998105584,1.0897334483762326,-0.2307785009980632,0.7948676857278173,0.6153802761285561,-0.5512917324252815,0.5769199704102109,0.35897353714556346,-1.4102659105973243,0.06408726165035213,-0.29488499344228886,-1.1666720085538376,-0.37180560487897923,no
1.0,0.0,0.9215669742471525,1.2450970780506743,0.48039517492087913,1.088232006933317,0.21568640907290199,-0.4019631295563414,0.10784369473061979,1.3137164167983786,0.3039184160062189,1.088232006933317,0.9509776432249248,0.0588213379555446,0.9215669742471525,0.7549029219493257,-0.5980378508319684,0.5294028258712805,yes
1.0,0.0,0.17532689744020846,0.6363670601925001,-0.025969328750682478,0.5844180131414715,0.7987037738091091,0.29221387667214116,0.694806329053923,0.1168876285787855,-0.2922041364693303,0.045459474587487156,0.8441528588469325,0.17532689744020846,0.694806329053923,0.6038977694286124,0.012990183823599497,0.5844180131414715,no
1.0,0.0,0.9347851843156236,0.8152191635199273,-0.02174406900884462,0.12499809782195273,0.5108717627647018,-0.0434794423466182,0.4673923204180836,0.6467416233513563,0.22282820180043453,0.5597832821375764,0.07608657844907817,-0.2663081876264937,0.01630383979095819,0.6847808364800881,0.12499809782195273,0.5597832821375764,yes
1.0,0.0,0.6716393183262966,0.3134203385681684,-2.432850545822423,0.13432278902326678,-0.19403789265039412,-2.4925656494495927,-2.0895719091697873,-1.0298582980844249,-2.55225687240848,-1.1492646246704818,-0.6567228558890869,-1.8209039429967786,-0.8955340165193931,-2.223896190734819,-3.1642049677758894,-2.388075785300746,no
1.0,0.0,0.41999799999999254,0.5800020000000075,-0.08999600000001351,0.3600009999999827,0.11999499999998875,-1.7200009999999963,0.0,-0.22000099999999634,-1.760009999999994,-1.4900049999999965,-0.7799990000000037,-1.8000030000000038,-0.8600010000000111,-0.5299990000000037,-1.3099980000000073,-0.6900019999999927,no
1.0,0.0,0.3157932132471886,1.6578860804463151,0.342113919553685,0.894735595584258,1.105264404415742,0.22369968816197405,0.8157932132471699,0.4999999999999813,-1.921015512953795,0.342113919553685,0.052642728385150266,-1.9736582413389452,-1.6183931790371338,-0.6841870501704105,-2.026279917369537,-0.7894514545861524,no
1.0,0.0,0.9187062396950977,0.8536637517520413,0.2357674333900352,0.43089489721918095,1.26016913876143,0.4471583647426527,0.7886212638089851,0.9187062396950977,0.37399064712404784,0.7398430564001726,0.5447155925710268,-0.9512209795804154,0.4471583647426527,0.26829518144775066,-0.9837487276381308,-0.7642317535991928,no
1.0,0.0,0.5263021235385632,0.1754252691265689,-1.9824927367402367,0.0,-0.14035635587869577,-1.473725947030877,-1.0526568793948397,0.7368489382307184,-1.01756164998811,-0.28071271175739154,0.0,-1.1754515852854752,-0.3859720838187739,-0.8070411514548114,-4.035149616135077,-1.01756164998811,no
1.0,0.0,0.7861295633053388,0.8092469577964299,0.47977105149376503,0.6531749206356502,0.5375694510276302,-0.17341253968217488,0.47977105149376503,0.43352701393529236,-0.00578614054598628,0.13294597212941525,0.7225450232254873,0.14450900464509744,0.3872829763768197,0.47977105149376503,0.09248807511692889,0.35260254937004637,no
1.0,0.0,0.7974666079330982,0.7594935747486194,-1.4303526040242527,0.29115021620033005,0.341773754189831,-0.3797278002247885,0.0,-0.25315819586636606,-1.8100993913985626,-0.3797278002247885,-0.48099512916323905,-1.4430233617887236,-1.139221374973408,0.1519098540774368,-1.113900112403915,-0.5822624581016895,no
1.0,0.0,0.2909141707711869,0.7151524628047476,0.23636234711446447,0.6181814765858902,0.6000003636343827,-0.4484763416442053,0.3757621928122714,0.40000024242291604,0.05455242971402124,0.23636234711446447,0.11515270522766367,-0.6302953499041645,0.05455242971402124,0.006066633575934545,-0.45454297522013987,-0.309085586805897,no
1.0,0.0,0.7547112674196174,1.1886742791591003,-0.367920363165687,0.08491507643310078,0.7452821288815598,0.0,0.5943376112723356,0.5660369882605172,-1.0660162337784778,0.2169890529541084,0.2547178711184402,-0.283004343347042,0.0,-0.1886742791591002,-1.3490347279087365,-0.283004343347042,no
1.0,0.0,0.3780431142661049,1.207312864402367,-0.0853736614443579,0.8902314248536859,1.4512095628451793,-0.5609793574932752,0.024394913701956247,0.8780425045151967,-0.0853736614443579,0.6829185604513189,0.6463347264108734,-1.4633984831836686,0.19512516356565948,0.24389669844281237,-0.4512095628451793,-0.0853736614443579,no
1.0,0.0,0.5108717627647018,1.6739253780986618,0.7826114839380109,1.1195665642751529,1.8587062145787345,0.7065167532972872,1.5760871219285346,2.076094730640724,0.2826027882669399,0.8043550094674146,1.5652229678760219,0.7065167532972872,1.391306285448462,1.3586986058665456,-0.5217359168172145,0.9565292533244528,no
1.0,0.0,0.3644877718711863,2.6542217138072295,1.7944040703108244,2.2336606255000246,3.233674644296445,2.4673072322036296,2.757027155343253,3.3925524676820356,2.4018796402216287,3.149551585432448,3.579466949285635,2.037390933764018,2.4860026990856254,3.1402103940964348,2.4018796402216287,2.9906737620468578,no
1.0,0.0,0.7755106830433577,0.5101983549164294,-0.5816179614310355,-0.18366426499294175,2.316304612907429,1.3775416806546261,1.857129154672776,2.9489607769709076,2.1122283321309907,2.4285492713857644,3.1224261768490664,2.0407934196657176,2.857113848722138,3.3265024576255047,1.6428387028309166,2.1326403479144873,yes
1.0,0.0,0.7407282579106407,-0.3055559156372004,-1.2129718278299404,-0.5092610939609371,-0.7500097222042134,-1.7407412208495654,-1.3796317043857198,0.8888798354077059,0.03703141290479732,0.4722167181171887,1.4629621056257271,0.7036977709300523,0.9907324245695873,1.620367369690045,0.6388765946729681,1.3796187414467687,yes
1.0,0.0,0.5500107501612537,0.2375060625909342,-1.1125166877503558,-0.11251668775032031,-1.5250241253619403,-2.750056250843834,-1.8000307504613142,-2.1250468757031946,-3.4625569383541412,-2.975050875763207,0.0874913123696684,-1.0625234378515973,-0.47501337520065107,0.8625154377315731,-0.1625086876303316,0.22499462491937314,yes
1.0,0.0,0.7313533303781069,1.2537287369085552,0.05971501450001916,0.716435397664769,0.34330051238881526,-1.268645177082398,-0.07463145467381972,-1.761184718186213,-3.2238898864028895,-2.0895464023081254,-2.477620115850982,-4.074625484515713,-3.4925365560247825,0.16418084206093492,-1.2089525506754815,-0.5074574738171528,yes
1.0,0.0,0.9656829945358064,-0.16176448241160227,-0.4901939158111563,-0.2499959559001978,-0.07843249711154099,-0.4705817474334688,-0.25489544408873205,-0.37744392304152113,-0.9068543325054051,-0.5147050821834633,-1.0686188149170075,-1.54901424454501,-1.1764624567832904,-1.3039172866394317,-1.828420855006035,-1.6372457180336053,yes
1.0,0.0,0.44330675947755543,0.6701116802972511,-1.4329882134142042,0.5979395897530102,-1.7731950791803337,-2.4639149856546494,-1.958754681696204,-1.5979395897530102,-2.4226686364240835,-1.9690587947847509,-2.226790487844862,-3.340193463718095,-2.515464417046992,-3.680400329484224,-4.690719906474345,-3.90720628123066,no
1.0,0.0,0.9411786620444554,0.6764698961964782,-0.2745077470284466,0.1470670703251977,0.3627534793981275,-1.6372475009901821,0.2941194348257495,-1.9607766244053941,-2.617635813192879,-2.1372396578836903,-1.7941125721075675,-2.5784114572099637,-2.14703863906416,-2.3921357171148343,-3.4509570550703788,-2.6666581699679544,no
1.0,0.0,0.6250114584288283,1.6250114584288282,-0.5000145834548549,1.5000145834548548,0.9375015625130133,-1.0833506945891223,-0.18749322911027078,0.27084600705008227,-3.9792081600679734,0.12499687497397341,-4.666715972633099,-6.062558854657095,-5.0417045142042705,-4.312550521254353,-5.9792060767172845,-5.0625276043966965,no
1.0,0.0,0.6324839871521158,0.3162355833086818,-0.0940181094326758,0.16239514939341254,0.5726488421347702,-0.2991509387195618,0.5213684125955678,0.29059536853908063,-0.5384667324217779,-0.17093789903916579,0.017097465123872228,-1.726502951287105,-0.04273767989347342,-2.008555570180481,-2.5812052670175647,-2.1623960040957506,no
1.0,0.0,0.8247436603223348,1.6907181634676807,0.48453714528424835,1.2474273248921044,0.8659745031453459,0.3711342863210621,0.6804150919276453,1.175255308751929,0.12370696142895778,1.11340182803745,0.8350477627881063,-0.1649512062861575,0.2783550961750506,0.5051597831757163,-1.597937942395933,0.432987767035541,no
1.0,0.0,0.39727477958783036,0.9452147683001259,-0.3835623756842554,0.7123381497980814,1.8630252768508477,0.2602795083808933,1.273990542413952,0.7671247513685108,0.1095923813281271,0.5205576468912313,1.178090016931615,-0.2191833927856989,1.0959005254823369,0.7260300056438717,-0.6027457684699543,-0.013690485975273912,no
1.0,0.0,0.5678927602290321,2.3580169333751178,1.4567850784816572,1.8148217649919882,2.3086427373894725,1.1111064471763934,2.098766910535558,3.1358028044513495,1.6913572626105278,2.604945938138109,2.148142341092185,1.5555532235881966,1.9259282121684167,2.518517329672405,1.25925002283956,2.444445541840822,no
1.0,0.0,0.8730121944928239,0.7936539430712004,0.1507958364914084,0.5158703010726159,1.6666661375640242,1.0873019337378202,1.3174687201139543,1.6349255354187926,0.8650796233318243,1.500005158750617,2.1666720899686047,1.2380985638831923,1.8254064500255933,1.5317465545498123,1.1507958364914084,1.3888944003746009,yes
1.0,0.0,1.0,-0.7821900108416353,-2.02971598869301,-0.9406105970821755,-1.0396120772875115,-1.8415942653181496,-1.3861543869029118,0.04949331432332303,-0.6732785805870452,-0.38613953534425016,0.009896088594501452,-0.950506685676677,-0.15842058624054015,0.6732637290283553,-0.4851558671082478,0.24752597785137465,no
1.0,0.0,0.11999466666664678,0.7066653333333383,-0.6399946666666665,0.7066653333333383,-1.6933386666666668,-3.373332000000005,-1.9066773333333533,-2.0399986666666714,-3.1199960000000146,-2.506673333333348,-0.5733440000000201,-1.5466720000000198,-1.1599933333333563,-0.6266679999999951,-1.9200040000000247,-0.853333333333353,no
1.0,0.0,0.49404645692163374,1.3035670068237764,0.857140561235426,0.9107093537649761,1.172614654215935,0.571430016999925,1.172614654215935,0.1011893990981096,-0.6488040533140171,0.005949376431542849,-0.053568792529550026,-0.5357081632944511,-0.26190470521568276,0.60118463721601,0.1666652777843922,0.33928886052923335,no
1.0,0.0,0.8142804796254883,1.5928547602194112,0.3928567602065287,0.9857115204259399,1.95713456127784,1.4214237194189596,1.4857061633175246,1.7999920000514484,1.0785716377537662,1.7999920000514484,0.5142838367467656,-0.38570680617054337,0.3999960000257039,0.32857431630796363,-0.24999196433738732,0.0785716377537459,no
1.0,0.0,0.7599950000000035,0.4400019999999927,-0.9600069999999903,0.17999299999999607,1.2700040000000001,-0.4100040000000149,0.41999799999999254,1.7799990000000037,1.0299990000000037,1.1199949999999887,1.5599980000000073,0.5500030000000038,1.5599980000000073,-0.24000499999999647,-1.5,-0.4000090000000114,no
1.0,0.0,0.7999947027198934,0.37297284441239675,-0.1675659430293798,0.24324083273243507,0.0702722045225728,-0.6864869627449921,-0.07027274506137424,0.5189204791768263,-0.38918900803566603,0.05945926661858743,0.794592558078197,0.3891884674968646,0.43783479621146665,0.6756734843022206,0.12973201167996168,0.6756734843022206,no
1.0,0.0,0.5724104352239835,1.227585702738995,-0.048269945352165514,0.9724078145560193,0.4275895647760165,-0.26205990019392134,0.26207024493590897,0.04138724369177618,-0.9241282141113097,-0.13792782404559004,0.6137976789157596,-0.544818939429466,0.027591495794517456,0.9655154578031055,0.44827835907565217,0.5103440523250764,no
1.0,0.0,0.5200049999999976,2.5400089999999977,1.0899969999999826,1.91999899999999,2.8700109999999768,1.0200049999999976,2.5,1.7100069999999903,0.7100069999999903,1.4700019999999938,1.150008999999983,-0.25,0.8899999999999864,1.9800109999999904,0.3000029999999754,1.1300049999999828,no
1.0,0.0,0.5638264599437133,1.1489347895004673,0.08510726572923313,0.6383028972278912,2.78723875055588,1.2446760751572887,2.1276550475424685,3.138303961055412,1.1702166591135084,2.7446760751573187,1.9042597781706998,0.8404322543994656,1.6489358533279885,1.3085184925138484,-0.18084961521357545,1.0319137618856171,no
1.0,0.0,0.19000249999999141,1.1800004999999913,0.709999499999995,0.9749984999999981,1.25,0.75,1.0100024999999988,2.020004499999999,1.2949984999999913,1.709999499999995,2.1850054999999884,1.2600024999999988,2.0,1.6050034999999951,1.1050034999999951,1.485000999999997,no
1.0,0.0,0.05426315726233763,1.58139512349026,0.8062016255032467,0.9534903281045175,1.7209303407246646,1.3565886214772733,1.5620141232503362,1.7751934979870132,1.3875967489935066,1.589148996453874,2.3720959798077534,1.810076042606175,2.1317821194642868,2.5000036821691007,1.7829473709506274,2.356588621477273,no
1.0,0.0,0.31645850026518835,2.0126709983506106,-1.2531819902201466,-1.0759664959056563,3.911421999941741,1.379753997820234,1.8607772473933037,4.367123506157591,3.17723701349249,3.848126502386695,4.544339000472117,3.2785049994113638,3.936745009132958,6.493734754611684,4.65826026306556,5.708905015613997,no
1.0,0.0,0.9411757785448713,0.2727247933818054,-0.1497324859157406,-0.01604228888312741,0.700535028168534,-0.6791483399688276,-0.6042823643913583,1.502676210364213,0.4331546341033076,0.6363664073968112,1.695190628851955,1.192514418487757,1.4759365666753241,1.7700566044294395,1.2352958162989867,1.5133740999307617,yes
1.0,0.0,0.07182493817719734,1.0441914197253876,0.011051860429654682,0.9834177894953214,0.29281463327315294,-0.1436426940815881,-0.0055220628371544095,0.7348023107029178,-0.6906031562221685,-0.6132561552078167,1.56352609816952,0.4585610482140504,0.668507170118205,1.76242035964402,1.2430856811999034,1.5359003144730563,no
1.0,0.0,0.32192047759198217,1.534259457763776,0.294517568943915,0.3835619534640834,1.5890454119237594,0.3082190232679486,1.5137017967918973,0.6575321354720685,0.11643770406803348,0.2876716363319992,1.2054827735239486,-0.5616520923759137,-0.46576177524382956,2.232886367107743,0.8630149089960172,1.1232939107158786,no
1.0,0.0,0.8313263100570835,0.20481637393645463,-0.6746941573634634,-0.3915617070802158,0.6747031934862794,-0.41566285382444046,-0.33734737988583297,0.7228880171372993,-0.40361228045232816,0.6566225141626187,-0.09638771954765474,-0.5722859703952446,-0.42168392365318996,0.38554063725148346,-1.168673087534714,-1.0843365437673569,no
1.0,0.0,0.32856712243052627,1.4000002857155176,-0.9714441633321553,1.0,-0.4857335102864775,-2.5714438776166375,-1.900011000047164,0.6285769796156199,-1.9571655307094389,-1.7714447347631905,0.7428446121911723,-1.9285882653783015,0.5856996529985138,-1.200022285809805,-2.328588551093819,-1.9714441633321553,no
1.0,0.0,0.3124990685037916,0.9663497896861926,0.629810667085907,0.740386358183977,1.1009655348807563,0.3028817007029351,0.9663497896861926,0.46634233771653916,-0.23558079930307219,-0.009617367800856565,0.8413514122924853,-0.028852103402569693,0.03365021031380742,0.8798069411010735,-0.01923473560171313,0.8269215144133186,no
1.0,0.0,0.08333480901702373,1.3333225695229083,-0.8333147570798642,-0.15624261073095247,1.2604147678089797,0.5312565429210543,0.7708339626690305,1.5520782660959695,-0.17707995879195593,1.2604147678089797,0.17707995879198554,-1.3437329102808169,-0.8541521051408677,0.9895886175829933,-0.8958268012628746,-0.7604069553659355,no
1.0,0.0,0.8762775746854362,2.9793753002571473,1.9896794027228897,2.0721555213288387,3.3092632798695467,1.1649512062861915,1.835046731862424,3.2371067276150307,2.515461823790089,2.752570613256504,3.525764895330154,1.8144240939709555,3.2371067276150307,2.164934711474853,0.6597924540361967,1.144328568394723,no
1.0,0.0,0.5930167523061181,0.1279079908046443,-1.000000000000033,-0.011639521349387128,2.360461208766088,1.244175297470592,1.3372007706967963,2.7325444970413244,0.31395777446771056,1.069763872367603,2.65115854516454,1.837209491616916,2.104646389946109,2.976738399141465,1.0465034342983444,2.65115854516454,yes
1.0,0.0,0.9166695601811559,-1.208324710660154,-2.402768885043227,-1.6944434799396146,-2.2499899305695763,-3.59721305942634,-2.4166716435116102,0.41667025462465374,-0.9166709490681517,-0.8055572145038832,0.8611029706903073,-2.0277638503279958,-1.1249956597282662,0.7638919945944611,-0.2083247106601146,0.11111373456426847,no
1.0,0.0,0.8940383799036842,0.2913903162166541,-0.1854286961203571,0.25165677820462407,-0.7615808912397366,-1.3311145827607704,-0.9933715626860524,-1.258266672582763,-1.900648274281823,-1.3377436823224247,0.013247603159981284,-0.6225148326930638,-0.5695336915210526,0.22516157188466152,-1.1523050524864469,-0.7218480154754133,yes
1.0,0.0,0.5959615753694295,0.5252618713320306,-1.0000151516681892,0.36364104687924176,-0.5555641976181582,-1.2828452812654598,-0.6161688501904136,-2.161636986232189,-3.0303336397337164,-2.515181971535047,-2.919220396165618,-3.899030293235273,-3.040444852978289,-0.9798088869584446,-1.9495227224517455,-1.8687118051697458,no
1.0,0.0,0.5277624228821525,1.8055338735170519,0.43055158180117553,1.2499881944772377,1.1527773533962609,-0.9444515431901509,0.9305515818011558,-0.33333935183513175,-1.3333379629501043,-0.41666967591757575,-2.5416609953861595,-3.736103510823603,-3.0277790895025403,-3.5833247685423544,-4.930546026261085,-3.7500062499826528,no
1.0,0.0,0.5467982989154175,0.28571541168246195,-0.06896555121456537,0.1182217331141446,0.5714229415876622,0.0837428983955138,0.374381465212538,0.3399026304939072,-0.4039445339628315,0.26108337984402047,-0.1871946734949209,-0.5418751437808693,-0.21675035307900345,-0.9704443204159454,-1.3940903419164452,-1.142861154118811,no
1.0,0.0,0.8600000000000136,2.199996999999996,0.16999800000002097,1.2799980000000062,0.75,0.029998000000006186,0.40998799999999846,1.3299860000000194,0.3399960000000135,0.9299919999999986,0.8600000000000136,-0.650008999999983,0.6999969999999962,-0.21000699999999028,-0.9300079999999866,-0.2700049999999976,no
1.0,0.0,0.1780797429027033,1.0068562019517875,0.3219209420325549,0.9109652655631042,1.8287764590490843,0.43835856634831893,1.198636704858657,0.8356223869719793,0.34246762995961627,0.6027361793763202,1.2328752486315087,0.5547961906640636,0.9589052542753609,0.9109652655631042,-0.12329314133227386,0.8013735691702354,no
1.0,0.0,0.033614215096189747,1.4831897411980173,0.8697490131323229,0.9789903802723089,1.487395614715087,1.0672284301923676,1.4285722088819122,1.9915949756407956,1.1386560112268695,1.6050415860470821,1.3823538185844073,1.0798326053936826,1.2394919338404677,1.6260449032670095,1.2100835922613598,1.45798055046102,no
1.0,0.0,0.5818220330893683,2.5818356695645415,0.41817705781228676,0.49090674378245036,3.6272933142179746,2.300017000139062,2.5363780249110826,3.636393388673124,2.727295041504843,3.5091196200695767,4.727308677980016,2.881839942326775,3.8909391076835536,3.4091188018810534,2.7545661737232026,3.1000144546636705,no
1.0,0.0,0.8810809262240256,1.4270223988462762,0.8324345975094088,1.1783788809333624,2.367562591688888,1.0810775748835364,1.124321758956457,2.989178954014193,2.199996648659511,2.3405340307004354,2.994589747276482,2.4540509598347136,2.9189143170346417,3.6432346705902394,2.5459414726222507,3.1459395266826053,no
1.0,0.0,0.589623754007079,1.0754732556099105,0.20282726948541088,0.9716990032056632,1.4481126379483686,0.92924797971316,1.2311348700657894,2.268871262021237,1.1462252758967373,1.1839621395512,2.8113222855137265,2.1226455144254843,2.2452848967639425,2.8160439925358127,2.3443449893301493,2.750006132087026,no
